Name,ShortPassing,Dribbling,LongPassing,BallControl
E. Erenler,37,33,30,41
J. Velásquez,58,60,53,52
K. Skoglund,61,58,63,58
L. Gottwalt,47,32,40,37
Yang Jun,12,7,16,25
N. Knothe,54,34,31,44
A. Buongiorno,48,46,35,51
S. Walukiewicz,57,31,50,47
Park Jeong Su,66,53,58,58
C. Slattery,65,62,55,63
G. Reilly,58,61,44,62
D. Beyreuther,52,51,34,59
P. Bastianello,16,11,26,14
B. Osayi-Samuel,58,63,45,59
D. O'Shaughnessy,53,29,40,48
L. Selahi,66,64,63,66
A. Makarov,57,62,43,64
Bruno Jordão,65,68,61,67
A. Al Hamdan,52,55,34,62
D. Henriquez,64,66,58,63
Kike PIna,35,55,23,60
E. Ntim,54,52,51,50
L. Charman,53,55,32,54
L. O'Neil,59,54,54,59
J. Issa,60,45,55,59
I. Näsberg,54,50,46,51
K. O'Connor,57,63,42,57
A. Halme,58,47,47,54
T. Watson,59,57,51,60
M. Sifneos,50,54,34,57
E. Al Joufi,61,57,58,59
U. Singh,51,57,42,63
A. Maldonado,43,30,28,45
B. Álvarez,60,59,58,58
Ximo Miralles,20,15,22,11
I. Furu,53,37,49,56
J. Fryer,28,17,21,24
M. Godinho,59,66,58,63
F. Hörberg,60,65,52,65
A. Calver,59,49,45,53
J. Tymon,57,62,46,61
G. Corbo,40,40,40,42
Lombo,15,11,21,17
T. Elšnik,60,57,55,65
D. Rasak,63,58,60,59
A. Peláez,37,21,29,24
E. Segberg,65,60,62,64
R. Hironaga,21,8,25,11
K. Böhnlein,53,42,42,55
S. Atakayi,52,60,49,58
A. Angulo,45,35,29,53
A. Nguiamba,59,53,60,64
A. Whitmore,43,43,40,49
T. van de Berg,45,37,42,45
M. Belkheir,50,61,41,59
M. Okazaki,52,34,41,43
A. Vogliacco,49,40,40,48
Heo Jae Won,59,60,58,50
Liao Bochao,58,54,55,55
M. Rauschenberg,52,41,50,47
S. Murillo,53,52,46,55
F. Çakır,22,13,19,23
P. Ruiz,60,62,54,58
Guo Quanbo,44,22,52,37
N. Ferguson,43,32,33,37
Algobia,64,61,60,63
A. Favaro,27,11,16,20
T. Moniwa,64,54,63,62
J. Gibbons,58,59,50,60
R. Yamasaki,41,52,30,57
G. Maris,60,60,55,60
O. Okungbowa,58,51,54,57
K. Krasniqi,64,60,57,63
E. Weeger,58,54,53,57
B. Mirelis,55,47,53,49
N. Watanabe,52,65,57,58
R. Ljubicic,62,66,55,63
J. Forster,55,46,51,52
A. Santos,57,62,54,59
J. Molina,38,48,35,54
Long Cheng,55,54,54,56
O. Olomola,42,59,35,62
K. Arthur,57,61,54,50
A. Majrashi,45,51,20,48
W. Parra,59,52,53,58
O. Alseth,58,58,42,56
J. Ortíz,48,30,32,40
Matis Carvalho,27,8,25,19
David Gil,27,29,17,30
E. List,49,62,39,59
J. Mukena,39,31,30,38
P. Vincenti,60,61,49,60
M. Salazar,59,61,49,59
F. Rossi,17,21,12,19
P. Kühn,23,18,24,24
U. Saracco,25,18,27,23
T. Königsmann,39,21,34,26
J. Pearson,53,46,42,52
K. Onose,49,65,47,60
C. Zesiger,43,32,46,47
G. Mainero,61,64,53,62
Adrián,28,6,25,15
S. Tanasijevic,49,49,40,47
M. Tonge,62,54,61,63
R. Garay,66,61,63,64
V. van den Bogert,53,32,36,43
A. De Francesco,64,61,63,61
I. Camara,59,60,39,59
A. Kay,63,46,59,59
N. Cowburn,57,52,55,53
M. Eberwein,59,59,47,61
I. Aaneba,55,53,48,55
C. Kountouriotis,60,64,52,60
M. Janssen,42,41,33,39
M. Kanabah,61,60,58,63
J. Karlstrøm,17,10,19,12
G. Byers,70,61,66,63
Lin Liangming,66,57,63,55
A. Putna,27,12,29,11
Yang Qipeng,40,12,39,10
Hu Ruibao,39,42,35,44
Caio Marcelo,38,29,32,36
J. Carroll,54,55,56,52
S. Fraser,62,63,56,62
P. Posipal,61,49,58,54
R. Fulton,25,16,30,22
M. Herrera,57,65,35,60
A. Sicker,55,62,48,58
V. Drkušić,52,34,55,47
D. Chávez,63,60,63,61
J. Maddox,56,64,53,58
R. Strain,61,60,59,57
R. Germain,41,53,29,49
M. Komenda,49,53,45,57
M. Seidel,26,16,18,26
M. Kristensen,57,61,51,59
R. Izumi,66,60,62,57
J. Valencia,41,62,33,59
Leja,20,14,18,10
K. Athiu,45,57,27,52
Y. Suzuki,63,57,53,51
I. Baba,72,61,65,60
J. Illanes,39,38,38,36
M. Batmaz,41,63,33,60
B. Al Baqi,22,14,20,24
T. Hawkridge,59,56,58,59
V. Demaku,62,49,61,54
C. Sánchez,24,10,30,15
N. Janvier,65,60,61,60
C. Frommann,24,12,22,17
F. Robert,60,59,56,58
S. Al Dosari,60,55,54,65
L. Polvani,47,25,27,28
A. Krysiak,34,11,25,23
B. Moore,27,13,38,24
M. Peano,26,16,22,17
N. Diallo,50,64,37,50
A. Fejzullahu,52,62,49,57
D. Johnson,49,52,33,51
Jiang Ning,57,63,57,64
H. Narzary,44,62,31,60
S. Ntiya-Ntiya,52,62,58,56
Zhang Mengqi,58,42,55,53
L. Czyborra,56,58,43,60
M. Gneba,56,62,45,51
D. Bulman,65,55,62,65
F. Brener,53,66,50,63
M. Viviani,63,57,59,60
W. Kuzain,63,64,61,61
M. Erboğa,50,47,34,54
G. Bizzotto,51,61,44,62
M. Skenderović,48,59,39,63
Sergio García,26,20,32,28
J. Ngando,55,67,46,66
J. Illum,58,59,55,60
V. Cabezas,15,11,22,16
R. Çağıran,67,54,64,59
E. Katayama,61,58,61,54
S. Arnold,27,11,26,17
R. Ziegele,45,37,41,44
E. Çelenk,66,60,61,58
C. Cooke,60,59,56,62
T. Johnson,55,62,49,62
L. Palmiero,62,60,60,60
F. Ugrinic,64,50,60,59
M. Hausjell,56,65,41,59
N. Plume,62,45,52,55
H. Nakabayashi,21,10,45,19
J. Wind,53,56,39,59
I. Łasicki,32,41,32,47
G. Guiffrey,45,33,42,41
L. Woolfenden,57,22,54,55
T. Buhagiar,55,61,46,59
J. Hunt,55,52,51,54
Wang Fei,57,57,48,50
J. Cacciabue,67,55,58,64
Z. Brault-Guillard,56,66,49,51
J. Ebot-Etchi,52,57,41,55
J. Kamata,53,24,40,52
C. Ojeda,56,65,55,65
H. Ide,68,52,64,56
Kim Gyeong Min,42,61,28,58
J. David,65,54,55,63
T. Almada,62,62,59,60
K. Riksvold,64,62,57,61
M. Acikgöz,70,60,70,68
A. Poggenborg,23,9,22,21
A. Tutte,61,60,58,59
F. Costa,24,10,25,16
F. Buntić,24,6,22,17
M. Ashimeru,66,62,60,61
R. Lauwers,70,64,67,60
Sebas Moyano,61,69,55,62
M. Al Otaibi,57,62,52,60
S. McLoughlin,51,51,48,50
T. Matsuda,57,64,51,57
D. Fitz,66,63,57,65
A. Barry,55,39,47,52
B. Nordström,60,50,59,56
M. Sarkaria,59,65,52,61
F. Pangop,55,61,39,60
F. Sachpekidis,61,64,55,65
M. Mølvadgaard,51,60,46,62
M. Grødem,63,60,58,61
M. Merghem,64,64,56,62
B. Galván,62,63,58,58
P. Perina,16,13,11,13
C. Jacob,61,51,48,57
J. Pereyra,69,63,58,64
J. Hou Sæter,61,60,60,64
S. Lebus,60,62,55,63
M. Dimun,61,49,57,61
D. Corcoran,59,56,45,60
E. Cantú,63,64,61,60
C. Beardsley,54,49,45,54
S. Sinclair,61,57,56,58
Y. Fekir,58,69,52,63
S. Laiton,17,14,17,15
C. Riascos,55,30,44,55
D. Choinière,59,67,55,61
R. Mysak,22,9,20,18
M. Crowe,27,13,22,18
D. Fernández,62,59,55,61
G. Gori,53,57,40,56
C. McCarthy,53,48,44,48
Lee Tae Ho,27,25,27,33
D. O'Shea,41,36,37,44
Yeun Jong Gyu,55,52,38,55
F. Piszczek,57,60,35,58
M. Krauß,56,66,33,64
K. Lowe,47,39,46,48
S. Nigro,62,64,57,63
S. Lavery,49,57,39,61
K. Bennetts,52,66,55,64
A. Greene,55,58,50,57
M. Zeidan,63,63,61,64
B. Bvuma,24,18,23,23
T. Pukhov,59,66,56,64
N. Fadiga,56,62,54,62
E. Durrell,66,62,53,57
H. Gueye,59,40,57,51
M. Cerofolini,16,11,24,19
D. Fitzpatrick,53,53,55,52
V. Theocharis,64,62,59,63
D. Evtimov,24,14,27,24
K. Yamga,64,67,58,67
Liu Huan,57,45,53,61
P. McLain,33,16,30,29
L. Bätge,20,11,23,15
G. Taylor,57,51,55,49
D. Pugh,61,51,63,59
F. Rohner,55,57,44,60
M. García,63,63,61,63
L. Valenti,55,29,34,51
Feng Jing,55,59,56,59
M. Kessel,59,63,55,62
J. Sinisterra,55,66,36,57
V. Henry,60,64,59,61
C. Chastang,64,57,58,64
M. Górski,57,67,35,60
C. Lewis,60,61,49,60
S. Jones,66,53,58,55
S. Kono,56,60,58,63
E. Oyeleke,62,59,58,64
G. Holohan,63,60,58,60
J. Quezada,35,16,33,14
J. Romil,54,60,35,61
R. Lawan,58,62,64,68
A. Canbaz,56,60,52,62
M. Berden,54,64,56,66
A. Pattison,61,60,59,62
O. Zanzala,51,53,39,58
J. Kabongo,48,36,35,52
D. Gojko,56,61,57,63
Park Chang Jun,52,49,44,47
M. Hingerl,62,62,60,63
J. Chicco,60,54,54,61
Ke Zhao,52,52,42,53
H. Tijanovich,58,60,41,63
N. Fröling,49,61,38,58
P. Ng,57,46,46,47
K. Miś,52,55,55,54
I. Musalami,61,59,57,61
S. Asta,49,62,35,56
A. Verda,52,47,38,60
B. Makendzhiev,29,16,23,16
A. Pululu,48,61,45,61
R. Browne,54,61,50,58
C. Odoi-Atsem,58,60,53,58
D. Aymerich,70,67,70,58
A. Hollingen,61,59,62,61
S. Doumbia,54,68,43,63
N. Mbouhom,60,73,50,61
J. Morsay,58,65,54,67
R. Frantsen,58,60,53,61
C. Siya,64,59,62,62
Yun Ji Hyeok,42,24,27,39
J. Dörfler,54,56,44,58
A. Tiritiello,40,29,38,32
G. Bakırbaş,25,9,15,11
A. Nathaniel-George,55,65,32,62
Zhang Xiaobin,54,59,51,65
Zhang Sipeng,16,12,20,14
D. Chessa,62,60,57,62
Tao Yuan,40,62,37,59
M. Balcılar,49,52,35,54
N. Iwadate,27,18,16,19
A. Diallo,60,62,52,60
C. Miller,61,63,45,61
A. Lajami,60,52,57,45
H. Fukushima,32,18,30,18
P. Soko,51,66,47,58
M. Camara,68,65,74,64
J. Álvarez,55,60,43,60
A. Nesbitt,59,66,54,61
B. Şen,24,8,15,15
L. Kosakiewicz,61,62,60,61
J. Mendive,27,11,28,13
Lee Jong Won,60,61,57,61
D. Hume,56,61,37,60
E. Besea,63,63,59,64
F. Núñez,57,71,40,62
E. Dahl Reitan,57,57,51,56
A. Bianchimano,47,54,31,55
J. Vreman,33,38,46,40
M. Di Gennaro,51,30,44,38
D. Love,56,56,49,52
C. Torres,57,54,60,54
R. Dickie,51,49,46,54
Pablo Ramón,53,44,47,53
G. Güney,72,59,59,59
T. Iida,51,58,50,63
F. Faist,17,7,25,17
Sergio Moreno,55,58,28,59
G. Vrioni,57,61,41,63
W. Tchimbembé,68,66,64,65
M. Abu Shararah,57,58,44,51
P. Pusic,59,63,55,66
I. Rojas,64,48,57,55
L. Chiappero,26,16,24,22
B. Sissoko,62,32,58,41
S. Paintsil,52,65,53,60
E. Amenyido,57,58,35,61
R. Charles-Cook,61,62,53,60
M. Heinrich,56,61,46,63
A. Erlingmark,60,54,56,62
G. Jones,59,57,57,62
M. Cassara,18,6,22,12
T. Tillman,65,69,49,68
Qiu Tianyi,45,52,29,48
Yang Jiawei,69,53,62,45
K. Khosonov,64,61,61,60
S. Frederiksen,57,58,47,53
L. Budziłek,33,15,31,18
J. Barmby,59,64,41,66
J. Franzoni,51,59,38,61
A. Bamba,53,47,48,51
C. Ilic,52,62,51,57
M. Gurski,22,9,25,15
B. Gyamfi,49,58,40,35
Daniel Rebollo,25,12,24,13
G. Canto,60,34,50,50
Adrià Arjona,68,64,64,62
C. McFadzean,58,65,52,64
K. Brennan,61,63,59,61
E. Berger,35,23,27,43
M. Choinière,62,61,56,61
A. Siebeck,60,61,57,62
N. Sukacev,58,58,60,60
G. Thompson,62,60,60,53
D. Tagami,46,44,41,47
D. Vokic,67,59,61,61
R. D'Haese,56,66,49,64
S. Seth,45,65,33,56
I. Ogbu,63,48,54,57
N. Temperini,22,14,21,25
T. Ivanof,60,64,51,66
C. González,37,58,30,48
B. Öztürk,39,30,31,32
M. Fischer,60,61,54,63
L. Malagón,25,8,17,16
M. Drawz,57,68,49,65
Z. Medley,43,34,37,41
P. Farman,30,8,21,18
M. Al Olayan,61,62,53,61
K. Tanno,23,11,16,18
A. Kovačević,30,23,33,34
F. Graudenz,55,61,50,60
R. Sallinger,31,19,25,20
L. Fraser,67,56,63,61
J. van Benthem,39,30,32,38
C. Stockton,52,47,49,55
D. Sánchez,50,50,41,49
Álvaro García,70,56,67,57
D. Leadbitter,54,52,48,54
C. Ainley,60,64,58,58
A. Bodart,20,9,28,11
N. Bazzana,50,28,44,47
M. Bleve,19,11,27,14
M. Molina,52,61,39,53
M. Behrens,25,8,23,17
V. Sirotov,58,58,53,57
M. Boudjemaa,63,52,57,56
C. Horgan,55,57,50,61
M. Rhead,61,45,38,62
G. Nyamsi,38,32,36,38
E. Reijnders,69,63,60,68
C. McDermott,55,53,51,55
U. Mohammed,64,64,59,62
E. Andersson,68,61,67,62
L. Joyce,64,50,62,64
I. Kanu,36,64,28,62
A. Majrashi,63,63,59,62
C. Pombo,62,58,59,60
M. Bean,59,56,57,56
T. Conlon,63,57,58,58
A. Purzycki,63,59,59,58
M. Maranda,47,32,38,45
A. Al Obud,52,59,35,57
T. Kallevåg,60,58,56,61
Gori López,66,61,63,63
A. Tsvetkov,60,42,57,45
S. Al Khayri,49,54,41,49
F. Musaev,64,62,60,65
Chen Jie,63,57,61,56
M. Burgess,60,58,56,60
E. Kutler,59,60,56,60
Chechu Grana,28,5,27,12
T. Siekman,52,36,49,47
E. Bullaude,60,63,44,59
Shi Liang,62,58,52,58
D. Barlaser,63,63,63,64
D. Camacho,63,63,60,63
J. Oates,48,57,37,58
S. Cosgrove,54,55,39,57
B. Garré,51,65,45,61
J. Jones,65,59,65,62
R. Tranberg,58,50,57,57
S. Bougrine,65,63,61,60
S. Byrne,67,57,63,61
Park Yong Ji,60,58,56,57
C. Calderón,50,58,49,61
F. Juárez,71,57,70,57
F. Lapis,57,55,51,52
Cristian Rodríguez,66,59,62,63
S. Folan,54,43,54,55
Shan Pengfei,50,47,36,55
J. Yarney,53,47,38,45
F. Andersson,26,14,23,22
U. Tezel,54,61,50,60
A. Camara,49,33,45,48
A. Al Sharid,68,60,66,60
R. Jendrusch,30,16,28,25
M. Demir,55,67,53,62
J. Borgmann,48,32,42,42
D. Esmel,56,65,43,62
T. Nichols,53,58,43,59
R. Husić,26,14,19,21
V. Arboleda,55,64,45,59
G. Mells,63,61,60,61
Z. Grich,61,62,52,58
Yoon Dong Min,45,57,45,58
M. Jadama,51,44,48,46
Qi Tianyu,59,57,57,58
A. May,61,55,60,58
C. Maghoma,46,28,36,44
M. Sorensen,53,54,56,50
B. Morris,58,59,53,62
O. Dytyatev,35,31,29,34
P. Mbodji,64,58,66,60
S. Al Najai,64,62,60,59
D. Margush,29,10,22,12
M. Bokoum,46,67,41,65
R. Wolsztyński,53,60,46,58
L. Cruz,58,60,51,58
R. Escobar,62,42,61,47
A. Al Shammary,55,62,53,58
F. Krüger,56,55,43,60
H. Heath,66,59,65,62
W. Boyle,44,28,34,40
A. Rodríguez,61,57,58,61
T. Domgjoni,61,57,58,57
M. Bola,54,58,46,60
H. Mitsumaru,55,54,44,52
S. Smith,57,52,41,54
J. Qwiberg,60,55,54,58
B. Ashley-Seal,41,60,36,58
S. Fujitani,52,46,42,49
Sergi Álamo,53,62,42,59
A. Ćatić,57,61,53,57
A. Akinola,54,58,43,57
P. Grant,33,18,28,32
K. Monlouis,74,61,71,56
A. Anastasio,72,61,61,52
R. Gilmartin,26,13,23,22
B. Njie,47,63,44,57
E. Monthe,39,20,26,50
V. Millico,65,69,44,65
N. Husin,63,56,60,59
D. Salazar,47,68,33,63
V. Drchal,53,51,45,54
J. Caraballo,57,59,58,60
C. Zock,69,57,62,60
A. Chrzanowski,47,41,37,46
T. Clarke,56,66,58,63
F. Carstens,53,33,32,47
G. Scalera,40,55,37,62
B. Levis,59,59,46,57
B. Miele,61,61,58,60
A. Al Arraf,23,16,25,18
J. Sievers,28,11,30,18
J. Abarzua,64,62,62,63
C. Villanueva,59,59,57,55
N. Arena,40,43,36,49
S. Marasovic,67,55,62,57
M. Falkeborn,51,58,47,61
R. Boultam,63,58,62,61
G. Giannoutsos,52,63,39,60
L. Plogmann,26,11,23,24
S. Perilli,25,14,27,20
A. Davies,58,42,37,45
S. Adrian,66,57,67,64
I. Miller,48,53,32,49
V. Rodríguez,64,63,59,62
N. Hagelskjær,54,51,45,55
T. Archibald,50,65,40,60
C. Missilou,60,57,51,59
C. McGrandles,57,64,63,63
A. Rufer,60,56,60,56
R. Hall-Johnson,57,58,54,63
N. Kirby,69,61,61,63
E. Mena,58,64,49,58
M. Haarup,53,55,38,57
S. Kassar,55,56,48,49
K. Callan-McFadden,55,42,52,53
Ramón,44,57,46,55
R. Grego-Cox,51,53,43,56
R. Broom,57,62,49,56
L. Fenton,57,60,54,58
M. Özvardar,55,56,41,57
J. Rasheed,26,14,24,19
A. Siemaszko,46,56,32,58
B. Breukers,64,59,65,60
G. Kılıç,62,61,55,59
H. Koné,62,58,59,60
Iván Martos,38,66,31,42
D. O'Halloran,57,63,51,59
G. McEachran,66,58,61,61
N. Mekonnen,67,52,53,61
L. Wedl,37,14,30,30
C. Hall,42,62,30,54
L. Pfeiffer,50,53,28,58
D. Markey,61,69,54,61
J. Schuurman,64,60,61,64
J. Stanic,42,36,36,43
Joo Hyun Ho,46,60,27,60
A. de Jong,57,58,56,59
W. Sietsma,27,15,22,21
C. Jordan,42,34,34,50
Óscar Gil,37,57,34,50
S. Matthews,68,64,63,64
K. Fukuda,63,58,65,63
O. Patrick,52,57,45,56
L. Kryeziu,48,63,42,55
J. Lyden,61,63,58,66
K. Hansen,60,66,56,70
Y. Yakovenko,50,48,44,53
B. Sabovic,64,56,62,59
F. Irie,58,63,50,61
S. Hornby,25,13,22,16
D. Padilla,60,64,54,63
M. Bakhit,53,54,46,53
S. Sosa,64,59,61,58
F. Mveng,62,63,53,62
M. Velázquez,54,59,53,62
Nuno Malheiro,54,61,56,62
K. Devaney,54,61,50,60
Zhang Jiaqi,54,48,49,57
Oleaga,34,9,25,25
J. Kristoffersen,54,53,50,54
F. Şimşek,56,66,53,65
R. Singh,48,52,32,58
M. Smith,65,59,60,61
M. Čović,60,71,51,67
Z. de la Paz,22,18,28,20
N. Sugai,65,60,57,62
K. Ikeda,62,62,50,61
M. Fonseca,55,60,40,57
Y. Roemer,54,68,39,59
R. Simpson,56,56,50,55
Kim Gyeong Jae,46,53,28,52
Jeong Seung Won,57,60,48,59
M. Šverko,58,56,49,59
T. Corbaz,62,56,60,57
R. Marín,59,51,42,51
B. Lika,59,65,56,63
N. Baumann,19,9,21,18
M. Kamenz,14,8,15,14
Wang Wei,62,63,53,52
K. Sidibé,66,57,55,61
A. Ramalingom,58,59,49,58
Zhou Liao,59,56,53,55
K. Madianga,71,56,62,62
K. Grabara,31,19,19,15
I. Al Shuayl,59,57,57,54
P. Gehrmann,58,56,58,54
T. Weiner,30,24,30,29
O. Al Khalaf,63,63,58,60
V. Kušej,53,60,35,62
F. Manzo,63,64,59,61
B. Chorbadzhiyski,26,45,28,45
A. Sissoko,57,54,48,51
D. Olsson,27,15,17,21
P. McClean,38,50,36,50
D. Horkaš,21,11,26,19
T. Enomoto,21,14,15,18
S. Sidler,59,62,55,56
C. Kühlwetter,56,56,45,58
A. Busti,27,12,27,14
A. Mitchell,46,48,42,50
E. Robson,64,59,60,63
Moon Jeong In,17,13,26,14
Gao Jiarun,52,63,52,53
D. Pender,59,56,56,57
A. Gamboa,51,41,52,51
E. Henschel,60,56,49,52
J. Abbel,43,59,35,46
A. Al Amri,52,31,48,38
Han Seung Wook,62,55,61,57
K. Eek,46,25,32,51
C. Manley,58,53,52,56
J. Peñaloza,54,63,36,62
D. Martinović,46,67,27,61
T. Müsel,62,64,45,65
E. Coronel,55,31,34,56
W. Ditta,57,37,48,48
J. Andersson,59,54,57,53
Lee Sang Hyeob,61,55,58,54
R. Sykes,50,38,45,43
P. Kucharczyk,54,51,51,57
P. Bucha,67,56,66,57
J. Wrąbel,25,16,19,18
K. Colvey,55,48,52,45
O. Al Sunain,53,54,35,49
B. Wilmot,41,16,53,32
S. Kelly,58,58,52,57
M. Bachini,37,37,33,45
Iván Jaime,64,61,62,64
R. Armand,55,58,43,65
C. Dunn,25,12,21,16
Oh Inpyo,58,64,54,62
M. Tyler,26,17,25,23
R. Ariza,67,56,63,50
B. Murphy,54,15,51,36
N. Tenaglia,63,59,31,58
J. Meier,45,54,41,43
B. Goller,55,64,47,65
N. Yamada,66,64,58,65
P. Arredondo,32,23,25,33
C. Mitchell,31,18,20,24
K. Taylor,61,61,59,61
F. Hollinger-Janzen,58,57,28,60
M. Baghdadi,53,59,50,60
O. Sterling-James,49,60,48,60
Yang Ting,41,49,36,54
K. Kaïboue,61,52,59,58
V. Burgoa,63,60,59,64
Pol Moreno,60,21,61,42
M. Blakstad,65,51,60,64
S. Tigges,58,55,48,53
S. Abdullah,53,55,48,51
A. Lewis,38,60,29,45
C. Kablan,58,62,55,49
O. Bertel,48,54,42,60
J. Bridge,64,63,59,58
Song Wenjie,53,59,48,58
H. Konaté,32,13,18,27
L. Zigi,22,11,25,24
Raúl Sánchez,62,62,54,66
A. Önal,48,62,39,60
A. Casco,60,57,57,54
L. Forte,55,60,40,60
D. Cawley,59,50,60,57
Che Shiwei,60,58,51,55
K. Malinov,68,46,66,46
F. Bjørkan,58,46,50,57
J. Córdova,55,58,55,54
T. Marsh,49,57,45,49
L. Merolla,43,27,35,37
V. Wojtkowiak,56,36,52,54
G. Verón,52,55,33,61
R. Meraz,66,60,59,65
Ou Ya,53,21,56,34
T. Miyazaki,70,47,65,59
J. Al Shammari,62,58,63,60
C. Wood,43,58,36,56
F. Pintos,59,57,60,62
Maikel Santana,58,51,55,53
K. Hoffmann,59,66,57,64
J. Gies,23,12,27,13
I. Arai,34,26,24,33
A. Kecskés,39,30,37,38
Li Benjian,57,58,55,57
Cha Yeong Hwan,59,30,56,39
M. Sawa,53,58,40,52
Sergio Gónzalez,43,36,35,34
W. Burger,64,62,56,67
A. Hernández,55,55,45,57
A. Hadzic,63,55,59,60
O. Ashoor,48,51,46,42
E. Sonupé,56,62,51,56
Alberto González,21,14,15,12
W. Patching,65,60,64,63
M. Kremer,53,57,32,59
J. Vergara Berrio,69,62,65,59
D. Wright,64,58,61,56
E. Louro,20,11,21,17
K. Alexandersson,42,46,30,51
N. Konstandopoulos,65,63,58,63
S. Seferings,58,61,55,60
C. Estrada,27,15,22,17
I. El Kabbou,56,61,48,58
B. Mensah,55,66,53,58
Cui Peng,61,52,63,61
Zhang Wei,55,54,46,46
F. López,52,67,36,58
T. van den Belt,66,58,64,60
Tan Wangsong,58,54,57,53
D. Rosin,58,66,54,64
M. Lund,48,42,40,49
M. Busi,49,28,46,35
D. Blazevic,16,12,20,30
D. Chambost,63,56,60,62
S. Shearer,28,12,25,23
M. Steeves,49,57,45,54
A. Ceylan,55,63,47,62
Samu Pérez,15,9,26,19
R. Williams,64,56,55,59
D. Shiels,56,60,53,56
N. Okafor,52,61,43,59
S. Briñone,60,54,59,59
N. Maeda,63,50,48,52
O. Ökke,68,66,68,65
A. Lotti,54,61,33,56
E. Lara,60,55,57,50
E. Salles,24,14,20,18
N. Ofoborh,57,55,54,56
J. Sotirio,54,56,44,57
A. Didic,45,30,45,40
L. Kryger,60,58,57,62
R. Willmott,56,61,43,58
B. McGrath,44,54,35,59
B. Provoste,62,61,56,65
F. Brorsson,61,60,55,56
Zhang Yi,60,57,57,58
P. Mullin,51,59,39,61
T. Hadler,24,13,25,22
R. Goteni,65,56,63,64
A. Ikedi,58,53,54,54
A. Najem,63,56,59,59
M. Ortíz,52,45,48,48
J. Díaz Price,53,64,49,61
S. Duggan,61,52,59,59
M. Šarkić,27,12,22,25
P. Sussek,56,67,47,59
K. Pytlik,50,22,20,48
N. Alioui,55,67,42,65
A. Racioppi,19,7,24,15
Kim Yeong Bin,42,24,27,40
M. Hamrol,16,9,21,10
J. Cataldi,59,53,58,61
S. Kaya,45,54,38,56
C. Veerachat,67,57,62,59
R. Rösch,63,62,44,59
D. Clarke,52,56,47,55
J. Maguire,42,61,49,47
Myeong Joon Jae,64,58,53,65
A. Romero,19,12,19,21
M. Segbers,58,53,47,51
A. Çelebi,38,28,33,35
F. Arhin,54,66,44,64
E. Opoku,51,63,28,60
J. Kirkpatrick,59,59,54,61
T. Wiesner,22,12,20,20
E. Steen,50,31,48,42
L. Mandeville,44,60,40,67
K. Ødemarksbakken,56,58,51,57
F. Serraiocco,25,21,26,22
H. Sarpei,61,59,53,62
N. Sandberg,63,62,64,64
I. Aliseda,60,65,46,62
F. Dahmen,16,12,17,18
K. Irep,53,57,22,55
M. Flynn,67,52,60,58
B. Mugabi,48,46,39,50
P. Menzel,20,5,25,15
D. Fontani,49,28,44,34
A. Nava,67,61,68,64
G. Della Bernardina,48,42,44,40
E. Alvarado,68,58,63,59
A. McGowan,50,55,38,53
S. Joss,36,55,33,46
João Virgínia,16,9,16,15
N. Lüchinger,46,68,38,66
Y. Mabella,43,56,34,54
R. Hale,55,58,48,56
E. Embleton,62,55,59,61
N. Nasseri,65,58,55,57
C. Elva,59,61,34,58
V. Stenzel,54,61,42,57
I. Al Talhi,60,55,57,60
A. Mumin,49,31,46,61
Paulo Alves,62,60,63,62
Y. Armougom,33,59,33,40
T. Kucz,17,9,19,12
S. Sy,58,59,54,56
M. McKee,61,57,59,61
Cui Yongzhe,63,64,59,62
S. Bengriba,54,53,48,47
T. Yanagi,50,40,52,45
J. Bekkema,26,12,24,18
A. Al Yami,48,56,37,54
Ding Jie,60,32,55,59
J. Bednarczyk,56,68,52,62
J. Ingham,48,60,46,60
G. Quezada,67,49,59,66
M. Fallatah,62,57,60,60
F. Agu,61,67,39,62
R. Polley,43,63,31,51
I. Chair,59,62,51,64
I. Khemis,62,67,61,66
M. Álvarez,53,52,50,58
O. Brynhildsen,55,63,49,62
R. Al Hafizi,53,60,51,57
M. Rosas,59,65,58,62
J. Torres,54,53,47,57
B. Dennehy,55,62,52,56
J. Martin,51,47,39,48
E. Whitehouse,61,53,55,54
M. Quiñones,56,48,49,51
R. Keskin,65,57,54,60
Zhang Li,62,57,53,56
A. Lacey,51,36,40,51
J. Shipley,64,59,60,59
L. Fadinger,57,65,55,64
P. Gómez,53,56,51,63
M. Kudus,60,65,54,68
J. Maxted,23,15,24,23
Chu Jinzhao,59,53,53,59
J. Medina,41,67,31,46
L. Ndenbe,54,59,48,57
Dai Wai-Tsun,64,57,58,63
M. Virtue,64,54,63,57
M. Curry,56,55,37,54
F. Castro,45,69,47,66
L. Weinkauf,23,8,16,14
S. Wilson,41,61,40,54
M. Andersson,58,32,51,45
T. Wiesner,55,57,47,58
B. Wright,37,57,27,62
C. Holse,57,60,51,60
S. Vidal,56,63,52,61
M. Kelly,59,57,56,58
H. Andersson,45,35,42,52
A. DeJohn,44,26,35,33
T. Klupś,57,55,42,58
K. O'Hara,26,16,29,19
T. Mølgaard,60,63,55,62
S. Singh,35,30,28,34
H. Benkaïd,52,67,57,64
Obama,55,62,38,58
J. Falkmar,57,48,54,50
N. Bazan,54,69,46,52
Y. Takaoka,25,11,22,15
